Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,Short cycle diploma holders,1,Veterinary Nursing,Professional higher technical course,140.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,138.2,No,No,Yes,No,Female,No,21,No,10,15,8,13.75,9,8,5,13.2,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Nursing,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Agriculture/Fishery,Agriculture/Fishery,96.0,Yes,No,No,Yes,Female,No,19,No,7,10,6,13.598333333333334,8,11,6,11.933333333333332,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,135.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,124.5,No,No,No,Yes,Female,Yes,18,No,6,11,5,11.142857142857142,6,8,6,12.285714285714286,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Married,Holders of other higher courses,1,Nursing,Higher education - degree,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Industry/Construction,120.0,Yes,No,No,Yes,Female,No,20,No,6,11,5,12.7,10,12,10,12.96818181818182,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Management,Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,132.3,Yes,No,No,Yes,Female,No,20,No,5,9,1,10.0,5,10,1,11.0,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,128.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Industry/Construction,120.7,Yes,No,Yes,Yes,Female,No,18,No,6,8,6,11.666666666666666,6,10,4,11.5,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,141.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,132.6,No,No,No,Yes,Female,Yes,18,No,6,8,6,14.0,6,7,6,13.142857142857142,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,Holders of other higher courses,2,Equinculture,Higher education - degree,140.0,Unknown,Unknown,Student,Student,140.0,No,No,No,Yes,Female,No,25,No,5,9,0,12.285714285714286,5,9,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,139.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,124.5,Yes,No,No,Yes,Female,No,19,No,8,9,7,12.04142857142857,8,9,7,12.04142857142857,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,142.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Industry/Construction,Industry/Construction,142.0,Yes,No,No,Yes,Female,Yes,18,No,6,0,0,12.285714285714286,6,0,0,12.2,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,Holders of other higher courses,1,Tourism,Higher education - degree (1st cycle),130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Agriculture/Fishery,130.0,No,No,No,Yes,Female,No,20,No,6,14,5,13.76923076923077,6,16,12,14.583333333333334,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Agronomy,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,144.0,No,No,No,Yes,Female,No,29,No,6,8,5,15.444444444444445,6,13,5,15.307692307692308,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Basic Education,Secondary education,125.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Industry/Construction,128.5,Yes,No,No,Yes,Female,No,18,No,7,9,6,11.5,7,8,7,12.714285714285714,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Single,Holders of other higher courses,1,Communication Design,Higher education - degree,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Bachelor's Degree,Unskilled Labor,Technical,140.0,No,No,No,No,Female,No,23,No,3,3,2,10.0,6,0,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,Transfer,1,Basic Education,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Services/Retail,113.9,Yes,No,No,Yes,Female,No,21,No,6,8,4,12.25,6,13,3,10.333333333333334,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,147.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,137.2,No,No,No,No,Female,No,18,No,6,6,6,14.5,6,6,6,15.166666666666666,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,Holders of other higher courses,1,Veterinary Nursing,Higher education - degree (1st cycle),140.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Services/Retail,Services/Retail,140.0,Yes,No,No,Yes,Female,No,23,No,6,7,6,15.571428571428571,6,8,6,16.375,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Equinculture,Secondary education,161.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,152.3,No,No,No,Yes,Female,No,18,No,6,7,6,15.571428571428571,6,7,6,14.714285714285714,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative,Machine Operator,112.5,No,No,No,Yes,Female,No,32,No,6,8,5,13.8,6,7,6,12.166666666666666,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Married,Over 23 years old,2,Management,Secondary education,150.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,101.0,No,No,Yes,No,Female,No,29,No,5,8,3,10.666666666666666,5,14,2,14.8,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,113.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unknown,112.3,Yes,No,Yes,Yes,Female,Yes,20,No,6,8,5,11.6,6,8,4,11.75,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Social Service,Secondary education,140.0,Unknown,Unknown,Student,Student,114.0,Yes,No,No,No,Female,No,28,No,6,11,1,13.0,6,12,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Holders of other higher courses,1,Management,Higher education - degree,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Management/Government,Unskilled Labor,130.0,No,No,No,Yes,Female,No,27,No,5,9,3,12.0,5,11,4,13.625,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,Change of course,2,Nursing,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Other,Student,121.5,No,No,Yes,Yes,Female,No,22,No,6,14,5,12.333333333333334,6,14,12,12.333333333333334,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Military,120.0,No,No,Yes,Yes,Female,No,20,No,6,10,6,12.875,6,12,6,12.9,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,Holders of other higher courses,1,Social Service (evening attendance),Higher education - degree,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Student,Services/Retail,130.0,No,No,No,No,Female,No,28,No,6,12,1,11.0,6,0,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Agronomy,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,125.7,No,No,Yes,No,Female,No,20,No,6,10,4,12.25,6,13,4,10.5,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Change of course,1,Oral Hygiene,Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,128.0,Yes,No,No,No,Female,No,32,No,7,7,0,12.285714285714286,8,8,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,123.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,113.2,No,No,No,Yes,Female,Yes,20,No,6,11,4,10.75,6,13,5,11.5,15.5,2.8,-4.06,Enrolled,Portuguese,Daytime
Divorced,Over 23 years old,1,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Administrative,120.0,No,No,No,Yes,Female,Yes,20,No,8,9,8,13.63,8,9,8,13.63,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,117.8,Yes,No,No,Yes,Female,No,21,No,5,8,3,13.0,5,7,4,11.5,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,126.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Industry/Construction,Unskilled Labor,121.3,Yes,No,No,Yes,Female,Yes,18,No,7,9,6,13.533333333333331,7,7,7,12.228571428571428,12.4,0.5,1.79,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,133.1,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Technical,Industry/Construction,126.1,No,No,No,Yes,Female,Yes,18,No,7,7,7,16.9,8,9,8,16.37777777777778,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,124.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Services/Retail,Machine Operator,117.7,Yes,No,No,Yes,Female,No,18,No,6,10,5,12.0,6,11,4,12.0,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Social Service (evening attendance),Technological specialization course,120.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Agriculture/Fishery,121.8,Yes,No,No,Yes,Female,No,22,No,6,6,6,12.5,6,7,6,13.285714285714286,12.4,0.5,1.79,Graduate,Portuguese,Evening
Single,1st phase - general contingent,2,Nursing,Secondary education,140.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Military,128.3,Yes,No,No,Yes,Female,No,19,No,8,8,7,12.764285714285714,8,8,7,12.764285714285714,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,3rd phase - general contingent,2,Management,Secondary education,143.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,132.2,Yes,No,No,Yes,Female,Yes,18,No,5,8,5,13.75,5,6,5,12.166666666666666,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Animation and Multimedia Design,Secondary education,136.0,Technological specialization course,Secondary Education - 12th Year of Schooling or Eq.,Technical,Administrative,134.3,Yes,No,Yes,Yes,Female,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,132.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Services/Retail,123.4,No,No,No,Yes,Female,Yes,18,No,7,7,7,14.604285714285712,8,9,8,15.68333333333333,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technological specialization course,Services/Retail,Technical,121.7,No,No,Yes,No,Female,No,31,No,5,7,0,12.285714285714286,5,7,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Management/Government,Services/Retail,130.0,No,No,Yes,Yes,Female,Yes,33,No,6,9,5,13.833333333333334,6,7,6,12.5,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Single,1st phase - general contingent,3,Nursing,Secondary education,137.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Industry/Construction,126.5,Yes,No,No,Yes,Female,Yes,19,No,8,8,8,13.57625,8,8,8,13.57625,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,153.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Industry/Construction,159.7,Yes,No,No,Yes,Female,Yes,18,No,6,7,6,15.142857142857142,6,6,6,15.833333333333334,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,160.0,12th Year of Schooling - Not Completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Technical,151.3,No,No,No,Yes,Female,No,23,No,5,8,3,10.666666666666666,5,8,5,11.6,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,145.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Industry/Construction,138.0,Yes,No,No,Yes,Female,No,20,No,6,11,5,11.2,6,6,6,12.0,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,137.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Machine Operator,126.5,Yes,No,No,Yes,Female,No,18,No,8,8,8,13.76375,8,8,8,13.76375,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,Short cycle diploma holders,1,Veterinary Nursing,Professional higher technical course,140.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,140.0,Yes,No,Yes,Yes,Female,No,21,No,9,10,8,13.25,9,14,5,12.2,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,120.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Agriculture/Fishery,112.3,No,No,No,Yes,Female,Yes,22,No,6,10,5,10.714285714285714,6,10,5,12.2,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,122.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,127.3,Yes,No,Yes,Yes,Female,No,20,No,6,6,6,12.166666666666666,6,7,6,11.666666666666666,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,Holders of other higher courses,1,Nursing,Higher education - degree,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Military,130.0,Yes,No,No,Yes,Female,No,23,No,7,8,6,14.357142857142858,7,8,6,14.357142857142858,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,2,Journalism and Communication,Secondary education,133.1,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,115.0,Yes,No,No,Yes,Female,No,19,No,6,6,6,12.833333333333334,6,6,6,12.666666666666666,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,150.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Management/Government,Management/Government,131.5,Yes,No,No,Yes,Female,No,19,No,8,8,7,13.925714285714283,8,8,7,13.925714285714283,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Management (evening attendance),Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Administrative,125.7,No,No,No,Yes,Female,No,26,No,5,9,2,12.0,5,9,3,11.0,10.8,1.4,1.74,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Nursing,Secondary education,141.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative,Technical,126.8,Yes,No,No,Yes,Female,No,18,No,7,7,7,13.44285714285714,8,9,8,13.744444444444444,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,3rd phase - general contingent,1,Informatics Engineering,Secondary education,146.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,132.4,Yes,No,No,Yes,Male,No,18,No,5,5,1,16.0,5,5,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Agronomy,Technological specialization course,150.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,150.0,Yes,No,No,Yes,Male,No,20,No,6,8,6,13.125,6,10,6,13.2,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,133.1,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,95.0,No,No,No,Yes,Male,No,19,No,6,7,0,12.285714285714286,6,6,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Management (evening attendance),Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,128.2,No,No,No,No,Male,No,32,No,9,9,5,11.4,4,4,4,11.0,10.8,1.4,1.74,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Equinculture,Secondary education,150.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,130.0,No,No,No,No,Male,No,31,No,4,12,2,11.0,5,9,3,11.666666666666666,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
